English	Swedish	POS	source	row
Screen design (e.g., text, graphics, color)		N?	0	ACM	947
screen screening	skärm avskärma/avskärmning	N?	0	ICT	2940
screen, screens	skärm, skärmen, skärmar	N	1	GF	1271
screenplay	filmmanus	N?	0	ICT	2941
screensaver, screensavers	skärmsläckare, skärmsläckaren, skärmsläckare	N	1	GF	1272
screenwriting		N?	0	ICT	2942
script scripts scripting	skript 	N?	0	ICT	2943
scripting language, scripting languages	skriptspråk, skriptspråken, skriptspråkar	N	1	GF	1273
Scripting languages	Skriptspråk	N?	0	ACM	1276
scrum	scrum	N?	0	ICT	2944
seamless handover	avbrottsfri handover	N?	0	ICT	2945
search behavior	sökbeteende	N?	0	ICT	2947
Search process	Sökprocess	N?	0	ACM	885
search searching	sökning	N?	0	ICT	2946
search, searched, searched	 söka, sökte, sökt	V	1	GF	1274
second seconds	sekund sekunder	N?	0	ICT	2948
secondary	sekundär	N?	0	ICT	2949
Secondary storage	Sekundärminne	N?	0	ACM	482
second|s	sekund sekunder	N?	0	ICT	2950
secret	hemlig/hemlighet	N?	0	ICT	2951
section	sektion	N?	0	ICT	2952
section, sections	sektion, sektionen, sektioner	N	1	GF	1275
sector, sectors	sektor, sektorn, sektorer	N	1	GF	1276
sector|s	sektor sektorer	N?	0	ICT	2953
secure access	säker åtkomst	N?	0	ICT	2955
secure element (SE)	säkerhetselement (SE)	N?	0	ICT	2956
secure financial transactions	säkra finansiella transaktioner	N?	0	ICT	2957
secure neighbor discovery	säkra granne upptäckt	N?	0	ICT	2958
secure real-time protocol (SRTP)	säkra realtidsprotokoll 	N?	0	ICT	2959
secure real-time transport protocol (SRTP)	säker realtidstransportprotokoll	N?	0	ICT	2960
secure secured  security	säkra säkrat säkerhet	N?	0	ICT	2954
secure sockets layer (SSL)		N?	0	ICT	2961
secure VoIP	säkra VoIP	N?	0	ICT	2962
secure, secured, secured	 säkra, säkrade, säkrat	V	1	GF	1277
Security	Säkerhet	N?	0	ACM	1395
security	säkerhet	N?	0	ICT	2963
Security [*]	Säkerhet [*]	N?	0	ACM	1446
Security and Protection (4.6, 4.2)	Säkerhet och skydd (4.6, 4.2)	N?	0	ACM	1438
Security and protection (e.g., firewalls)	Säkerhet och skydd (t.ex. brandväggar)	N?	0	ACM	235
Security and Protection (K.6.5)	Säkerhet och skydd (K.6.5)	N?	0	ACM	504
security as a service	säkerhet som en tjänst	N?	0	ICT	2964
security awareness	säkerhetsmedvetande	N?	0	ICT	2965
security awareness program	säkerhetsmedvetande programmet	N?	0	ICT	2966
security functions	säkerhetsfunktioner	N?	0	ICT	2967
security guard	säkerhetsvakt	N?	0	ICT	2968
Security kernels [**]	Säkerhetskärnor	N?	0	ACM	510
security measures/controls	säkerhetsåtgärder/kontroller	N?	0	ICT	2969
security of embedded devices	säkerheten för inbäddade enheter	N?	0	ICT	2970
security policy	säkerhetspolitik	N?	0	ICT	2971
security policy database	säkerhetspolitik databas	N?	0	ICT	2972
security protocol, security protocols	säkerhetsprotokoll, säkerhetsprotokollet, säkerhetsprotokoll	N	1	GF	1278
security risks	säkerhetsrisker	N?	0	ICT	2973
Security, integrity, and protection		N?	0	ACM	860
Security, integrity, and protection [**]		N?	0	ACM	826
security, securities	säkerhet, säkerheten, säkerheter	N	1	GF	1279
seeing	ser	N?	0	ICT	2974
seemingly	synes	N?	0	ICT	2975
segment segmented segmentation	segmentet segmente segmenterad	N?	0	ICT	2976
Segmentation	Segmentering	N?	0	ACM	1176
Segmentation [**]	Segmentering [**]	N?	0	ACM	483
segmentation, segmentations	segmentering, segmenteringen, segmenteringar	N	1	GF	1280
seismic	seismisk	N?	0	ICT	2977
select selects selectively selected selective selection	väljer selektivt valda selektiva urvalet	N?	0	ICT	2978
select, selected, selected	 välja, valde, valt	V	1	GF	1281
selection	val	N?	0	ICT	2979
Selection process	Selekteringsprocess	N?	0	ACM	886
selection sort, selection sorts	urvalssortering, urvalssorteringen, urvalssorteringar	N	1	GF	1282
selection, selections	urval, urvalet, urval	N	1	GF	1283
selective	selektiv	N?	0	ICT	2980
self test	självtest	N?	0	ICT	2981
self-actualization	självförverkligande	N?	0	ICT	2982
Self-assessment	Självutvärdering	N?	0	ACM	1363
self-aware	självmedveten	N?	0	ICT	2983
self-configuration	själv konfiguration	N?	0	ICT	2984
self-configuring	självkonfigurerande	N?	0	ICT	2985
Self-modifying machines (e.g., neural networks)	Självmodifierande maskiner (t.ex. neuronnät)	N?	0	ACM	576
self-organization	självorganisering	N?	0	ICT	2986
self-organizing	självorganiserande	N?	0	ICT	2987
self-reconfigurable	själv rekonfigurerbar	N?	0	ICT	2988
self-report	självrapport	N?	0	ICT	2989
self-service business intelligence	självbetjäning omvärldsbevakning	N?	0	ICT	2990
selling	säljande	N?	0	ICT	2991
semantic	semantisk, semantiskt, semantiska	A	1	GF	1284
semantic interoperability	semantisk interoperabilitet	N?	0	ICT	2993
Semantic networks	Semantiska nät	N?	0	ACM	1031
Semantics	Semantik	N?	0	ACM	419
semantics	semantik	N?	0	ICT	2992
semantics of business vocabulary and rules (SBVR)	semantik för företag ordförråd och regler	N?	0	ICT	2994
Semantics of Programming Languages (1)	Semantik hos programspråk (1)	N?	0	ACM	620
semantics, semantics	semantik, semantiken, semantiker	N	1	GF	1285
semanticweb	semantiska webben	N?	0	ICT	2995
semaphore, semaphores	semafor, semaforen, semaforer	N	1	GF	1286
Semiconductor Memories  (7.1)	Halvledarminnen (7.1)	N?	0	ACM	60
semiconductor, semiconductors	halvledare, halvledaren, halvledare	N	1	GF	1287
seminar	seminarium	N?	0	ICT	2996
send sends sending	skicka sänder sändande	N?	0	ICT	2997
sender senders	avsändare avsändare	N?	0	ICT	2998
sense sensing	känna avkännande	N?	0	ICT	2999
sense, sensed, sensed	 förstå, förstod, förstått	V	1	GF	1288
sense, senses	sinne, sinnet, sinnen	N	1	GF	1289
sensed amplifier flip flop (SAFF)	avkänningsförstärkare flip flop 	N?	0	ICT	3000
sensitive sensitivity	känslig känslighet	N?	0	ICT	3001
Sensor fusion	Sensorfusion	N?	0	ACM	1195
sensor network	sensornätverk	N?	0	ICT	3004
sensor system	sensorsystem	N?	0	ICT	3005
sensor, sensors	sensor, sensorn, sensorer	N	1	GF	1290
sensor-based	sensorbaserad	N?	0	ICT	3003
sensor/sensors	sensor/sensorer	N?	0	ICT	3006
Sensors	Sensorer	N?	0	ACM	1066
sensor|s	sensor sensorer	N?	0	ICT	3002
sent sents	från/avsändare	N?	0	ICT	3007
separable	separerbar	N?	0	ICT	3008
separate, separated, separated	 åtskilja, åtskilde, åtskilt	V	1	GF	1291
separate|s separation separately separators	separat separerar separations separat separatorer	N?	0	ICT	3009
sequence, sequences	sekvens, sekvensen, sekvernser	N	1	GF	1292
sequence|s sequencing	sekvens sekvenser sekvensbestämning	N?	0	ICT	3010
Sequencing and scheduling	Sekvensering och schemaläggning	N?	0	ACM	607
sequential	sekventiell, sekventiellt, sekventiella	A	1	GF	1293
sequential bifurcation	sekventiell bifurkation	N?	0	ICT	3011
Sequential circuits	Sekventiella kretsar	N?	0	ACM	144
Sequential Programming	Sekventiell programmering	N?	0	ACM	309
Sequential-access memory [**]	Sekventiellt minne	N?	0	ACM	70
serial	seriell	N?	0	ICT	3012
serial peripheral interface		N?	0	ICT	3013
serial peripheral interface (SPI) interface	seriella perifera gränssnitt 	N?	0	ICT	3014
serial presence detect (SPD)		N?	0	ICT	3015
serialization	serialisering	N?	0	ICT	3016
series	serie	N?	0	ICT	3017
Series expansion methods	Serieexpansionsmetoder	N?	0	ACM	1173
serious	allvarlig	N?	0	ICT	3018
serve serves served serving	tjäna tjänar tjänat betjänar	N?	0	ICT	3019
server servers	server servrar	N?	0	ICT	3020
server, servers	server, servern, servrar	N	1	GF	1294
server-based	serverbaserad	N?	0	ICT	3021
Servers	Servrar	N?	0	ACM	297
service availability	tjänstens tillgänglighet	N?	0	ICT	3024
service behavior	tjänsten beteende	N?	0	ICT	3025
service creation	skapande av tjänster	N?	0	ICT	3026
service discovery	tjänst upptäckt	N?	0	ICT	3027
service discovery protocol	tjänsteidentifieringsprotokollet	N?	0	ICT	3028
service guarantee	servicegaranti	N?	0	ICT	3029
service innovation	serviceinnovation	N?	0	ICT	3030
service level agreement (SLA)	servicenivåavtal	N?	0	ICT	3031
service location protocol (SLP)		N?	0	ICT	3032
service oriented architecture/service-oriented architecture (SOA)	tjänsteorienterad arkitektur	N?	0	ICT	3033
service policy management	tjänstepolicyhantering	N?	0	ICT	3034
service providers	tjänsteleverantörer	N?	0	ICT	3035
service provisioning	tjänsteprovisione	N?	0	ICT	3036
service quality	servicekvalitet	N?	0	ICT	3037
service, services	tjänst, tjänsten, tjänster	N	1	GF	1295
service-based	tjänstebaserad	N?	0	ICT	3038
service|s	 tjänst  tjänster	N?	0	ICT	3023
servlet servlets		N?	0	ICT	3039
session initiation protocol (SIP)		N?	0	ICT	3041
session initiation protocol for instant messaging and presence leveraging extensions (SIMPLE)	Session Initiation Protocol för snabbmeddelanden och närvaro utnyttja förlängningar	N?	0	ICT	3042
session mobility	sessionsmobilitet	N?	0	ICT	3043
session sessions	sessions sessioner	N?	0	ICT	3040
session, sessions	session, sessionen, sessioner	N	1	GF	1296
set sets setting|s	"""ställa in""   uppsättningar inställningar"	N?	0	ICT	3044
Set theory		N?	0	ACM	646
set theory, set theories	mängdteori, mängdteorin, mängteorier	N	1	GF	1297
set, set, set	 sätta, satte, satt	V	1	GF	1298
set, sets	uppsättning, uppsättningen, uppsättningar	N	1	GF	1299
set-top box (STB)	set-top-box 	N?	0	ICT	3045
setting, settings	inställning, inställningen, inställningar	N	1	GF	1300
settlements	settlement	N?	0	ICT	3046
setup set-up	inställning	N?	0	ICT	3047
several	flera	N?	0	ICT	3022
SFR		N?	0	ICT	3048
Shading	Skuggning	N?	0	ACM	1196
shading	skuggning	N?	0	ICT	3049
shadow	skugga	N?	0	ICT	3050
shadow, shadows	skugga, skuggan, skuggor	N	1	GF	1301
shallow	grunt	N?	0	ICT	3051
Shape	Form	N?	0	ACM	1076
Shape	Form	N?	0	ACM	1197
shape	form	N?	0	ICT	3052
share, shared, shared	 dela, delade, delat	V	1	GF	1302
Shared memory	Delat minne	N?	0	ACM	71
shared secret keys	delade hemliga nycklar	N?	0	ICT	3054
shared-key	delad nyckel	N?	0	ICT	3055
shared-memory	delat minne	N?	0	ICT	3056
shareholder value	aktieägarvärde	N?	0	ICT	3057
shareware, sharewares	shareware, sharewareet, sharewares	N	1	GF	1303
share|s shared sharing	andel delar delad delning	N?	0	ICT	3053
sharing	delning	N?	0	ICT	3058
sharing, sharings	fördelning, fördelningen, fördelningar	N	1	GF	1304
Sharpening and deblurring [**]	Skärpa och suddighet	N?	0	ACM	1165
sheet, sheets	ark, arket, ark	N	1	GF	1305
shelf, shelfs	hylla, hyllan, hyllor	N	1	GF	1306
shell	skal	N?	0	ICT	3059
shelter	"""tak över huvudet"""	N?	0	ICT	3060
shift|s shifted shifting	shift skiftar skiftat växling	N?	0	ICT	3061
shipping	leverans	N?	0	ICT	3062
shoot	skjuta	N?	0	ICT	3063
shopping	handel	N?	0	ICT	3064
short	kort	N?	0	ICT	3065
short message service (SMS)	tjänst för korta textmeddelanden	N?	0	ICT	3067
short message service injection	kortmeddelandetjänst injektion	N?	0	ICT	3068
short-range	kortdistans	N?	0	ICT	3066
show shows showed showing	visa visar visade visning	N?	0	ICT	3069
shown	visas	N?	0	ICT	3070
shutdown	avstängning	N?	0	ICT	3071
side channel	sidokanal	N?	0	ICT	3072
side channel attacks	sidokanalsattacker	N?	0	ICT	3073
side, sides	sida, sidan, sidor	N	1	GF	1307
sight	syn	N?	0	ICT	3074
sigmoid	sigmoid	N?	0	ICT	3075
sign signing signed	underteckna signera signerad	N?	0	ICT	3076
Signal analysis, synthesis, and processing		N?	0	ACM	973
Signal processing	Signalbehandling	N?	0	ACM	1228
signal processing	signalbehandling	N?	0	ICT	3077
Signal processing systems	Signalbehandlingssystem	N?	0	ACM	277
signal processing, signal processings	signalbehandling, signalbehandlingen, signalbehandlingar	N	1	GF	1308
signal signals signaling  signalling	signal signaler signalering	N?	0	ICT	3078
signal strength	signalstyrka	N?	0	ICT	3079
signaling	signalering	N?	0	ICT	3080
signaling transport (SIGTRAN)	signaleringstrafiken	N?	0	ICT	3081
signalling system #7 (SS7)	signalsystem 7 	N?	0	ICT	3082
signature, signatures	signatur, signaturen, signaturer	N	1	GF	1309
signature|s	signatur signaturer	N?	0	ICT	3083
signed signing	tecknat tecknandet	N?	0	ICT	3084
significant	viktig, viktigt, viktiga	A	1	GF	1310
significant significance	signifikant betydelse	N?	0	ICT	3085
silence	tystnad	N?	0	ICT	3086
silent	tyst	N?	0	ICT	3087
silica	kiseldioxid	N?	0	ICT	3088
silicon, silicons	silikon, silikonet, silikon	N	1	GF	1311
silverware	bestick	N?	0	ICT	3089
SIM card packaging process	SIM-kort förpackningsprocessen	N?	0	ICT	3090
similar	liknande, liknande, liknande	A	1	GF	1312
similar similarly	"liknande ""på liknande sätt"""	N?	0	ICT	3091
Similarity measures	Likhetsmått	N?	0	ACM	1225
similarity scoring function	likheten poängsättning funktion	N?	0	ICT	3092
Simple Ajax Toolkit  (SAJAX)		N?	0	ICT	3095
simple mail transfer protocol (SMTP)		N?	0	ICT	3096
Simple Network Management Protocol (SNMP)		N?	0	ICT	3097
simple simpler	enkel enklare	N?	0	ICT	3093
Simplification of expressions	Förenkling av uttryck	N?	0	ACM	983
simplifies simplified	förenklar förenklad	N?	0	ICT	3094
simply	helt enkelt	N?	0	ICT	3098
simulate, simulated, simulated	 simulera, simulerade, simulerat	V	1	GF	1313
Simulated annealing		N?	0	ACM	729
simulating	simulera	N?	0	ICT	3099
Simulation	Simulering	N?	0	ACM	126
Simulation	Simulering	N?	0	ACM	155
Simulation	Simulering	N?	0	ACM	174
Simulation	Simulering	N?	0	ACM	524
Simulation [**]	Simulering [**]	N?	0	ACM	103
Simulation [**]	Simulering [**]	N?	0	ACM	20
Simulation [**]	Simulering [**]	N?	0	ACM	46
Simulation [**]	Simulering [**]	N?	0	ACM	75
SIMULATION AND MODELING (G.3)	SIMULERING OCH MODELLERING (G.3)	N?	0	ACM	1235
Simulation Languages	Simuleringsspråk	N?	0	ACM	1241
simulation method, simulation methods	simuleringsmetod, simuleringsmetoden, simuleringsmetoder	N	1	GF	1314
Simulation Output Analysis	Analys av simuleringsutdata	N?	0	ACM	1246
Simulation Support Systems	Simuleringsstödsystem	N?	0	ACM	1247
Simulation Theory	Simuleringsteori	N?	0	ACM	1237
simulation, simulations	simulering, simuleringen, simuleringar	N	1	GF	1315
simulation/simulations	simulering/simuleringar	N?	0	ICT	3100
simultaneous simultaneously	samtidig samtidigt	N?	0	ICT	3101
single	singel	N?	0	ICT	3102
Single Data Stream Architectures	Arkitekturer med singeldataström	N?	0	ACM	199
Single Page Application (SPA)		N?	0	ICT	3103
single Sideband modulation (SSB)	enkelt sidband	N?	0	ICT	3104
Single-instruction-stream, multiple-data-stream processors (SIMD)	Processorer med singelinstruktionsström och flerdataström	N?	0	ACM	213
Single-instruction-stream, single-data-stream processors (SISD) [**]	Processorer med singelinstruktionsström och singeldataström	N?	0	ACM	203
singleton, singletons	singleton, singeltonen, singeltons	N	1	GF	1316
Singular value decomposition		N?	0	ACM	701
sinks	vask	N?	0	ICT	3105
SIP Express Router (SER)		N?	0	ICT	3106
SIP Service Manager	SIP servicechef	N?	0	ICT	3107
SIP Signaling Messages	SIP-signaleringsmeddelanden	N?	0	ICT	3108
site, sites	sajt, sajten, sajter	N	1	GF	1317
sites	platser	N?	0	ICT	3109
situation	situationen	N?	0	ICT	3110
situation analysis	nulägesanalys	N?	0	ICT	3111
Size and shape	Storlek och form	N?	0	ACM	1186
size|s sized	storlek storlekar stora 	N?	0	ICT	3112
sketching	skissa	N?	0	ICT	3113
skill, skills	färdighet, färdigheten, färdigheter	N	1	GF	1318
skin	hud	N?	0	ICT	3114
slave|s	slav slavar	N?	0	ICT	3115
sleep sleeping	sömn sovande	N?	0	ICT	3116
slide slides	diabild diabilder	N?	0	ICT	3117
slots	luckor	N?	0	ICT	3118
slow-start	långsamstarten	N?	0	ICT	3120
slower	långsammare	N?	0	ICT	3119
small and medium sized enterprises (SME)	små och medelstora företag (SMF)	N?	0	ICT	3121
small cell	småceller	N?	0	ICT	3122
small cell network	småcellig nätet	N?	0	ICT	3123
small cell security	småcellig säkerhet	N?	0	ICT	3124
small office-home office (SOHO) routers	litet kontor-hemmakontor routrar	N?	0	ICT	3125
small-scale	småskalig	N?	0	ICT	3126
smart	smarta	N?	0	ICT	3127
smart and IP-able TV	Smart TV	N?	0	ICT	3128
smart card	smartkort	N?	0	ICT	3129
smart card authentication	smartkort autentisering	N?	0	ICT	3130
smart environments	smarta miljöer/intelligenta omgivningar	N?	0	ICT	3131
smart grid	smarta elnät	N?	0	ICT	3132
smart home	smart hem	N?	0	ICT	3133
smart meter	smart mätare	N?	0	ICT	3134
smart objects	smarta objekt	N?	0	ICT	3135
smart phone smartphone / smartphones	smarttelefon / smarttelefoner	N?	0	ICT	3136
Smartcards	Smartkort	N?	0	ACM	278
smartphone security	smarttelefon säkerhet	N?	0	ICT	3137
smartphone-app	smarttelefon-app	N?	0	ICT	3138
Smoothing		N?	0	ACM	678
Smoothing	Utjämning	N?	0	ACM	1166
sniff sniffing	sniff sniffning	N?	0	ICT	3139
so-called	så kallad (s.k.)	N?	0	ICT	3140
SOCIAL AND BEHAVIORAL SCIENCES	SOCIALVETENSKAP OCH BETEENDEVETENSKAP	N?	0	ACM	1312
social interaction	social interaktion	N?	0	ICT	3142
Social Issues	Sociala frågor	N?	0	ACM	1379
social network sites (OSNS)	webbplatser för sociala nätverk	N?	0	ICT	3143
social network/social networking	sociala nätverk	N?	0	ICT	3144
social socially	social socialt	N?	0	ICT	3141
socio-economic impact	socioekonomiska effekter	N?	0	ICT	3145
Sociology	Sociologi	N?	0	ACM	1315
socket|s	uttag	N?	0	ICT	3146
soft factors	mjuka faktorer	N?	0	ICT	3147
soft secure element (soft-SE)	programvara säkerhetselement (SE)	N?	0	ICT	3148
soft-output Viterbi decoder	mjuk-output Viterbi-avkodare	N?	0	ICT	3149
softswitch softswitches	programvara omkopplare	N?	0	ICT	3150
software	mjukvara	N?	0	ICT	3151
Software	Program	N?	0	ACM	1347
Software	Program	N?	0	ACM	300
software architecture, software architectures	mjukvaruarkitektur, mjukvaruarkitekturen, mjukvaruarkitekturer	N	1	GF	1319
Software Architectures	Programarkitekturer	N?	0	ACM	398
software as a service (SaaS)	mjukvara som en tjänst 	N?	0	ICT	3152
Software configuration management		N?	0	ACM	391
software defined networking	programvara-definierade nätverk	N?	0	ICT	3153
software deployment, software deployments	mjukvaruimplementering, mjukvaruimplementeringen, mjukvaruimplementeringar	N	1	GF	1320
Software development	Programutveckling	N?	0	ACM	1430
software development assignment, software development assignments	mjukvaruutvecklingsuppgift, mjukvaruutvecklingsuppgiften, mjukvaruutvecklingsuppgifter	N	1	GF	1321
